"Gene","GeneSymbol","Chr","start","end","band","cytoband","isCentromer","ensembl_gene_id","hgnc_symbol","entrezgene_id","description"
"ENSG00000233774","MED14P1","Y",12618983,12634402,"q11.221","Yq","no","ENSG00000233774","MED14P1",NA,"mediator complex subunit 14 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2371]"
"ENSG00000228764","ZNF885P","Y",20390051,20396796,"q11.223","Yq","no","ENSG00000228764","ZNF885P",NA,"zinc finger protein 885, pseudogene [Source:HGNC Symbol;Acc:HGNC:38456]"
"ENSG00000232226","ARSFP1","Y",12252321,12258033,"q11.21","Yq","no","ENSG00000232226","ARSFP1",NA,"arylsulfatase F pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:722]"
"ENSG00000224567","","Y",11445708,11446101,"q11.21","Yq","no","ENSG00000224567","",NA,"tripartite motif containing 43 (TRIM43) pseudogene"
"ENSG00000241200","ZNF736P7Y","Y",7990987,7991806,"p11.2","Yp","no","ENSG00000241200","ZNF736P7Y",NA,"zinc finger protein 736 pseudogene 7, Y-linked [Source:HGNC Symbol;Acc:HGNC:38404]"
"ENSG00000228518","SURF6P1","Y",17192826,17193652,"q11.222","Yq","no","ENSG00000228518","SURF6P1",NA,"surfeit 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37722]"
"ENSG00000274231","","Y",11144250,11144492,"q11.21","Yq","no","ENSG00000274231","",NA,"asparagine synthetase (glutamine-hydrolyzing) (ASNS) pseudogene"
"ENSG00000274502","ANKRD20A6P","Y",11173618,11173821,"q11.21","Yq","no","ENSG00000274502","ANKRD20A6P",NA,"ankyrin repeat domain 20 family member A6, pseudogene [Source:HGNC Symbol;Acc:HGNC:37714]"
"ENSG00000278854","","Y",7845485,7846454,"p11.2","Yp","no","ENSG00000278854","",NA,"tripartite motif containing 60 (TRIM60) pseudogene"
"ENSG00000225809","RBMY2KP","Y",8264449,8277188,"p11.2","Yp","no","ENSG00000225809","RBMY2KP",NA,"RNA binding motif protein Y-linked family 2 member K, pseudogene [Source:HGNC Symbol;Acc:HGNC:23888]"
"ENSG00000232419","TTTY19","Y",8704472,8705283,"p11.2","Yp","no","ENSG00000232419","TTTY19",252952,"testis expressed transcript, Y-linked 19 [Source:HGNC Symbol;Acc:HGNC:18843]"
"ENSG00000226906","TTTY4","Y",22936455,22973284,"q11.223","Yq","no","ENSG00000226906","TTTY4",114761,"testis expressed transcript, Y-linked 4 [Source:HGNC Symbol;Acc:HGNC:16481]"
"ENSG00000230025","","Y",8971751,8974095,"p11.2","Yp","no","ENSG00000230025","",NA,"testis specific protein, Y-linked 1 (TSPY1) pseudogene"
"ENSG00000235649","MXRA5Y","Y",11957208,11987386,"q11.21","Yq","no","ENSG00000235649","MXRA5Y",NA,"matrix remodeling associated 5 Y-linked (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23932]"
"ENSG00000258567","DUX4L16","Y",11306918,11308181,"q11.21","Yq","no","ENSG00000258567","DUX4L16",NA,"double homeobox 4 like 16 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37719]"
"ENSG00000234179","MTCYBP1","Y",8364032,8365150,"p11.2","Yp","no","ENSG00000234179","MTCYBP1",NA,"MT-CYB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38729]"
"ENSG00000271309","","Y",11107389,11107596,"q11.21","Yq","no","ENSG00000271309","",NA,"family with sequence similarity 201, member A (FAM201A) pseudogene"
"ENSG00000228240","TTTY17A","Y",22851584,22852715,"q11.223","Yq","no","ENSG00000228240","TTTY17A",252949,"testis expressed transcript, Y-linked 17A [Source:HGNC Symbol;Acc:HGNC:18841]"
"ENSG00000228240","TTTY17A","Y",22851584,22852715,"q11.223","Yq","no","ENSG00000228240","TTTY17A",474152,"testis expressed transcript, Y-linked 17A [Source:HGNC Symbol;Acc:HGNC:18841]"
"ENSG00000234652","AGPAT5P1","Y",3293808,3294826,"p11.2","Yp","no","ENSG00000234652","AGPAT5P1",NA,"1-acylglycerol-3-phosphate O-acyltransferase 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37709]"
"ENSG00000218410","","Y",3851224,3852869,"p11.2","Yp","no","ENSG00000218410","",NA,"pseudogene similar to primate FRD envelope proteins (ENVFRD)"
"ENSG00000224989","FAM41AY1","Y",17500958,17515018,"q11.222","Yq","no","ENSG00000224989","FAM41AY1",NA,"family with sequence similarity 41 member A, Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:23955]"
"ENSG00000273858","","Y",11042722,11042943,"q11.21","Yq","no","ENSG00000273858","",NA,"SH3 and multiple ankyrin repeat domains 2 (SHANK2) pseudogene"
"ENSG00000227830","TRIM60P3Y","Y",8413037,8414054,"p11.2","Yp","no","ENSG00000227830","TRIM60P3Y",NA,"tripartite motif containing 60 pseudogene 3, Y-linked [Source:HGNC Symbol;Acc:HGNC:38409]"
"ENSG00000226529","MTND1P1","Y",8371663,8372030,"p11.2","Yp","no","ENSG00000226529","MTND1P1",NA,"MT-ND1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38728]"
"ENSG00000274837","","Y",19932130,19932500,"q11.223","Yq","no","ENSG00000274837","",NA,"heat shock transcription factor, Y-linked 1 (HSFY1) pseudogene"
"ENSG00000216777","PRRC2CP1","Y",3549652,3549810,"p11.2","Yp","no","ENSG00000216777","PRRC2CP1",NA,"proline rich coiled-coil 2C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23949]"
"ENSG00000216824","ZNF736P10Y","Y",8418791,8419900,"p11.2","Yp","no","ENSG00000216824","ZNF736P10Y",NA,"zinc finger protein 736 pseudogene 10, Y-linked [Source:HGNC Symbol;Acc:HGNC:38410]"
"ENSG00000276829","","Y",22861112,22861834,"q11.223","Yq","no","ENSG00000276829","",NA,"tripartite motif containing 60 (TRIM60) pseudogene"
"ENSG00000283076","","Y",17514502,17516715,"q11.222","Yq","no","ENSG00000283076","",NA,"family with sequence similarity 166, member A (FAM166A) pseudogene"
"ENSG00000234850","MTND2P3","Y",8372241,8372710,"p11.2","Yp","no","ENSG00000234850","MTND2P3",NA,"MT-ND2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38727]"
"ENSG00000270570","","Y",11107719,11107887,"q11.21","Yq","no","ENSG00000270570","",NA,"family with sequence similarity 201, member A (FAM201A) pseudogene"
"ENSG00000223517","","Y",14276212,14277489,"q11.221","Yq","no","ENSG00000223517","",NA,"novel transcript"
"ENSG00000228207","","Y",8901203,8903276,"p11.2","Yp","no","ENSG00000228207","",NA,"testis specific protein, Y-linked 1 (TSPY1) pseudogene"
"ENSG00000225117","ARSDP1","Y",12354096,12387328,"q11.21","Yq","no","ENSG00000225117","ARSDP1",NA,"arylsulfatase D pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:718]"
"ENSG00000228411","CDY4P","Y",12801973,12803830,"q11.221","Yq","no","ENSG00000228411","CDY4P",NA,"chromodomain Y-linked 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:23872]"
"ENSG00000229518","UBE2V1P3","Y",3866306,3866722,"p11.2","Yp","no","ENSG00000229518","UBE2V1P3",NA,"UBE2V1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:23983]"
"ENSG00000232730","FAM8A4P","Y",12321623,12322835,"q11.21","Yq","no","ENSG00000232730","FAM8A4P",NA,"family with sequence similarity 8 member A4, pseudogene [Source:HGNC Symbol;Acc:HGNC:16375]"
"ENSG00000244000","","Y",23017063,23017821,"q11.223","Yq","no","ENSG00000244000","",NA,"zinc finger protein pseudogene"
"ENSG00000232764","TRIM60P8Y","Y",23025594,23026663,"q11.223","Yq","no","ENSG00000232764","TRIM60P8Y",NA,"tripartite motif containing 60 pseudogene 8, Y-linked [Source:HGNC Symbol;Acc:HGNC:38458]"
"ENSG00000236131","MED13P1","Y",14907898,14908068,"q11.221","Yq","no","ENSG00000236131","MED13P1",NA,"mediator complex subunit 13 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38733]"
"ENSG00000227949","CYCSP46","Y",14941547,14941750,"q11.221","Yq","no","ENSG00000227949","CYCSP46",NA,"CYCS pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:23941]"
"ENSG00000252900","RNU6-303P","Y",4174985,4175090,"p11.2","Yp","no","ENSG00000252900","RNU6-303P",NA,"RNA, U6 small nuclear 303, pseudogene [Source:HGNC Symbol;Acc:HGNC:47266]"
"ENSG00000252689","","Y",16138248,16138379,"q11.221","Yq","no","ENSG00000252689","",124900508,""
"ENSG00000243980","RN7SL702P","Y",12273473,12273764,"q11.21","Yq","no","ENSG00000243980","RN7SL702P",NA,"RNA, 7SL, cytoplasmic 702, pseudogene [Source:HGNC Symbol;Acc:HGNC:46718]"
"ENSG00000252315","RNA5SP520","Y",17557864,17557976,"q11.222","Yq","no","ENSG00000252315","RNA5SP520",NA,"RNA, 5S ribosomal pseudogene 520 [Source:HGNC Symbol;Acc:HGNC:43420]"
"ENSG00000252012","RNA5SP521","Y",17559774,17559889,"q11.222","Yq","no","ENSG00000252012","RNA5SP521",NA,"RNA, 5S ribosomal pseudogene 521 [Source:HGNC Symbol;Acc:HGNC:43421]"
"ENSG00000273966","","Y",17568962,17569051,"q11.222","Yq","no","ENSG00000273966","",NA,""
"ENSG00000252173","RNU6-109P","Y",16248935,16249041,"q11.221","Yq","no","ENSG00000252173","RNU6-109P",NA,"RNA, U6 small nuclear 109, pseudogene [Source:HGNC Symbol;Acc:HGNC:47072]"
"ENSG00000252323","RNU6-184P","Y",16336283,16336389,"q11.221","Yq","no","ENSG00000252323","RNU6-184P",NA,"RNA, U6 small nuclear 184, pseudogene [Source:HGNC Symbol;Acc:HGNC:47147]"
"ENSG00000169953","HSFY2","Y",18731440,18773735,"q11.222","Yq","no","ENSG00000169953","HSFY2",159119,"heat shock transcription factor Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:23950]"
"ENSG00000236429","GPM6BP2","Y",18741843,18741986,"q11.222","Yq","no","ENSG00000236429","GPM6BP2",NA,"glycoprotein M6B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38781]"
"ENSG00000249501","USP9YP2","Y",18776279,18779427,"q11.222","Yq","no","ENSG00000249501","USP9YP2",NA,"USP9Y pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31742]"
"ENSG00000228193","ELOCP14","Y",18787750,18788080,"q11.222","Yq","no","ENSG00000228193","ELOCP14",NA,"elongin C pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:38150]"
"ENSG00000230904","XKRYP2","Y",18811338,18811829,"q11.222","Yq","no","ENSG00000230904","XKRYP2",NA,"XK related, Y-linked pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23909]"
"ENSG00000238135","USP9YP10","Y",18826107,18829487,"q11.222","Yq","no","ENSG00000238135","USP9YP10",NA,"USP9Y pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:38454]"
"ENSG00000251970","RNU1-41P","Y",18833729,18833890,"q11.222","Yq","no","ENSG00000251970","RNU1-41P",NA,"RNA, U1 small nuclear 41, pseudogene [Source:HGNC Symbol;Acc:HGNC:48383]"
"ENSG00000238088","OFD1P7Y","Y",18848264,18867280,"q11.222","Yq","no","ENSG00000238088","OFD1P7Y",NA,"OFD1 pseudogene 7 Y-linked [Source:HGNC Symbol;Acc:HGNC:23879]"
"ENSG00000217179","MTCYBP2","Y",18872102,18872272,"q11.222","Yq","no","ENSG00000217179","MTCYBP2",NA,"MT-CYB pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38807]"
"ENSG00000217896","ZNF839P1","Y",18985175,18986398,"q11.222","Yq","no","ENSG00000217896","ZNF839P1",NA,"zinc finger protein 839 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38455]"
"ENSG00000185275","CD24P4","Y",18992467,18992709,"q11.222","Yq","no","ENSG00000185275","CD24P4",NA,"CD24 molecule pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:1649]"
"ENSG00000252766","RNU6-255P","Y",19018983,19019087,"q11.222","Yq","no","ENSG00000252766","RNU6-255P",NA,"RNA, U6 small nuclear 255, pseudogene [Source:HGNC Symbol;Acc:HGNC:47218]"
"ENSG00000274282","","Y",19253960,19260875,"q11.222","Yq","no","ENSG00000274282","",NA,"endogenous retrovirus group FRD, member 1 (ERVFRD-1) pseudogene"
"ENSG00000234529","GAPDHP19","Y",19327569,19328573,"q11.222","Yq","no","ENSG00000234529","GAPDHP19",NA,"glyceraldehyde 3 phosphate dehydrogenase pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:23947]"
"ENSG00000238191","CLUHP1","Y",17621259,17625832,"q11.222","Yq","no","ENSG00000238191","CLUHP1",NA,"clustered mitochondria homolog pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38416]"
"ENSG00000226353","TAF9P1","Y",17628513,17629402,"q11.222","Yq","no","ENSG00000226353","TAF9P1",NA,"TATA-box binding protein associated factor 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31743]"
"ENSG00000226449","CDY5P","Y",17721598,17723177,"q11.222","Yq","no","ENSG00000226449","CDY5P",NA,"chromodomain Y-linked 5 pseudogene [Source:HGNC Symbol;Acc:HGNC:23850]"
"ENSG00000225896","ELOCP36","Y",17726752,17727080,"q11.222","Yq","no","ENSG00000225896","ELOCP36",NA,"elongin C pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:54973]"
"ENSG00000229129","ACTG1P2","Y",17757001,17758125,"q11.222","Yq","no","ENSG00000229129","ACTG1P2",NA,"actin gamma 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:147]"
"ENSG00000223555","USP9YP23","Y",17782210,17784815,"q11.222","Yq","no","ENSG00000223555","USP9YP23",NA,"USP9Y pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:38759]"
"ENSG00000235521","USP9YP27","Y",17788315,17789484,"q11.222","Yq","no","ENSG00000235521","USP9YP27",NA,"USP9Y pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:38763]"
"ENSG00000252513","RNU1-128P","Y",17789003,17789162,"q11.222","Yq","no","ENSG00000252513","RNU1-128P",NA,"RNA, U1 small nuclear 128, pseudogene [Source:HGNC Symbol;Acc:HGNC:48470]"
"ENSG00000224964","TRAPPC2P3","Y",17797983,17800696,"q11.222","Yq","no","ENSG00000224964","TRAPPC2P3",NA,"trafficking protein particle complex 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:10712]"
"ENSG00000225740","ELOCP6","Y",17837201,17837528,"q11.222","Yq","no","ENSG00000225740","ELOCP6",NA,"elongin C pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:38142]"
"ENSG00000229138","CDY6P","Y",17882099,17883708,"q11.222","Yq","no","ENSG00000229138","CDY6P",NA,"chromodomain Y-linked 6 pseudogene [Source:HGNC Symbol;Acc:HGNC:23853]"
"ENSG00000224485","USP9YP7","Y",17908755,17910806,"q11.222","Yq","no","ENSG00000224485","USP9YP7",NA,"USP9Y pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:38079]"
"ENSG00000226116","USP9YP6","Y",17912699,17921630,"q11.222","Yq","no","ENSG00000226116","USP9YP6",NA,"USP9Y pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:38078]"
"ENSG00000237558","CDY7P","Y",17951589,17953500,"q11.222","Yq","no","ENSG00000237558","CDY7P",NA,"chromodomain Y-linked 7 pseudogene [Source:HGNC Symbol;Acc:HGNC:23854]"
"ENSG00000233378","USP9YP34","Y",17984349,17993260,"q11.222","Yq","no","ENSG00000233378","USP9YP34",NA,"USP9Y pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:38778]"
"ENSG00000237616","USP9YP32","Y",17995201,17997252,"q11.222","Yq","no","ENSG00000237616","USP9YP32",NA,"USP9Y pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:38776]"
"ENSG00000224033","CDY8P","Y",18022299,18023908,"q11.222","Yq","no","ENSG00000224033","CDY8P",NA,"chromodomain Y-linked 8 pseudogene [Source:HGNC Symbol;Acc:HGNC:23855]"
"ENSG00000230412","ELOCP12","Y",18068483,18068810,"q11.222","Yq","no","ENSG00000230412","ELOCP12",NA,"elongin C pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:38148]"
"ENSG00000225895","TRAPPC2P8","Y",18105314,18108102,"q11.222","Yq","no","ENSG00000225895","TRAPPC2P8",NA,"trafficking protein particle complex 2 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:37731]"
"ENSG00000233120","USP9YP15","Y",18116527,18117695,"q11.222","Yq","no","ENSG00000233120","USP9YP15",NA,"USP9Y pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:38751]"
"ENSG00000252166","RNU1-95P","Y",18116848,18117007,"q11.222","Yq","no","ENSG00000252166","RNU1-95P",NA,"RNA, U1 small nuclear 95, pseudogene [Source:HGNC Symbol;Acc:HGNC:48437]"
"ENSG00000232744","USP9YP16","Y",18121195,18123799,"q11.222","Yq","no","ENSG00000232744","USP9YP16",NA,"USP9Y pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:38752]"
"ENSG00000229465","ACTG1P11","Y",18147884,18149008,"q11.222","Yq","no","ENSG00000229465","ACTG1P11",NA,"actin gamma 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:37651]"
"ENSG00000236599","ELOCP26","Y",18178932,18179260,"q11.222","Yq","no","ENSG00000236599","ELOCP26",NA,"elongin C pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:38731]"
"ENSG00000232899","CDY9P","Y",18182835,18184414,"q11.222","Yq","no","ENSG00000232899","CDY9P",NA,"chromodomain Y-linked 9 pseudogene [Source:HGNC Symbol;Acc:HGNC:23851]"
"ENSG00000229302","TAF9P2","Y",18276607,18277495,"q11.222","Yq","no","ENSG00000229302","TAF9P2",NA,"TATA-box binding protein associated factor 9 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31744]"
"ENSG00000228945","CLUHP2","Y",18280178,18284761,"q11.222","Yq","no","ENSG00000228945","CLUHP2",NA,"clustered mitochondria homolog pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38453]"
"ENSG00000278391","","Y",18336960,18337049,"q11.222","Yq","no","ENSG00000278391","",NA,""
"ENSG00000251953","RNA5SP522","Y",18346123,18346238,"q11.222","Yq","no","ENSG00000251953","RNA5SP522",NA,"RNA, 5S ribosomal pseudogene 522 [Source:HGNC Symbol;Acc:HGNC:43422]"
"ENSG00000252667","RNA5SP523","Y",18348035,18348147,"q11.222","Yq","no","ENSG00000252667","RNA5SP523",NA,"RNA, 5S ribosomal pseudogene 523 [Source:HGNC Symbol;Acc:HGNC:43423]"
"ENSG00000249726","TUBB1P1","Y",18386974,18389151,"q11.222","Yq","no","ENSG00000249726","TUBB1P1",NA,"tubulin beta 1 class VI pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23982]"
"ENSG00000225716","ELOCP13","Y",18440797,18441125,"q11.222","Yq","no","ENSG00000225716","ELOCP13",NA,"elongin C pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:38149]"
"ENSG00000229406","OFD1P4Y","Y",18453150,18472137,"q11.222","Yq","no","ENSG00000229406","OFD1P4Y",NA,"OFD1 pseudogene 4 Y-linked [Source:HGNC Symbol;Acc:HGNC:23876]"
"ENSG00000252209","RNU1-48P","Y",18486511,18486672,"q11.222","Yq","no","ENSG00000252209","RNU1-48P",NA,"RNA, U1 small nuclear 48, pseudogene [Source:HGNC Symbol;Acc:HGNC:48390]"
"ENSG00000249634","USP9YP5","Y",18490915,18494295,"q11.222","Yq","no","ENSG00000249634","USP9YP5",NA,"USP9Y pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:38418]"
"ENSG00000238067","XKRYP1","Y",18508577,18509068,"q11.222","Yq","no","ENSG00000238067","XKRYP1",NA,"XK related, Y-linked pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23908]"
"ENSG00000230377","ELOCP7","Y",18532326,18532656,"q11.222","Yq","no","ENSG00000230377","ELOCP7",NA,"elongin C pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:38143]"
"ENSG00000250951","USP9YP1","Y",18540980,18544128,"q11.222","Yq","no","ENSG00000250951","USP9YP1",NA,"USP9Y pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31741]"
"ENSG00000230458","GPM6BP1","Y",18578417,18578560,"q11.222","Yq","no","ENSG00000230458","GPM6BP1",NA,"glycoprotein M6B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38782]"
"ENSG00000235479","RAB9AP4","Y",18649671,18650279,"q11.222","Yq","no","ENSG00000235479","RAB9AP4",NA,"RAB9A, member RAS oncogene family pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38108]"
"ENSG00000249606","TRAPPC2P7","Y",18655520,18656190,"q11.222","Yq","no","ENSG00000249606","TRAPPC2P7",NA,"trafficking protein particle complex 2 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:10716]"
"ENSG00000267793","","Y",19598188,19598757,"q11.222","Yq","no","ENSG00000267793","",NA,"ADAM metallopeptidase domain (ADAM) pseudogene"
"ENSG00000260197","","Y",19691941,19694606,"q11.223","Yq","no","ENSG00000260197","",NA,"novel transcript"
"ENSG00000172468","HSFY1","Y",18546691,18588963,"q11.222","Yq","no","ENSG00000172468","HSFY1",86614,"heat shock transcription factor Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:18568]"
"ENSG00000172468","HSFY1","Y",18546691,18588963,"q11.222","Yq","no","ENSG00000172468","HSFY1",159119,"heat shock transcription factor Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:18568]"
"ENSG00000176679","TGIF2LY","Y",3579067,3580041,"p11.2","Yp","no","ENSG00000176679","TGIF2LY",90655,"TGFB induced factor homeobox 2 like Y-linked [Source:HGNC Symbol;Acc:HGNC:18569]"
"ENSG00000182415","CDY2A","Y",18025787,18027746,"q11.222","Yq","no","ENSG00000182415","CDY2A",9426,"chromodomain Y-linked 2A [Source:HGNC Symbol;Acc:HGNC:1810]"
"ENSG00000233126","ZNF736P3Y","Y",23049247,23051195,"q11.223","Yq","no","ENSG00000233126","ZNF736P3Y",NA,"zinc finger protein 736 pseudogene 3, Y-linked [Source:HGNC Symbol;Acc:HGNC:37728]"
"ENSG00000227251","TRIM60P9Y","Y",23058030,23059186,"q11.223","Yq","no","ENSG00000227251","TRIM60P9Y",NA,"tripartite motif containing 60 pseudogene 9, Y-linked [Source:HGNC Symbol;Acc:HGNC:38459]"
"ENSG00000252633","RN7SKP282","Y",7324297,7324595,"p11.2","Yp","no","ENSG00000252633","RN7SKP282",NA,"RN7SK pseudogene 282 [Source:HGNC Symbol;Acc:HGNC:46006]"
"ENSG00000251996","","Y",7341531,7341642,"p11.2","Yp","no","ENSG00000251996","",NA,"Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000252155","RNU6-941P","Y",7378672,7378779,"p11.2","Yp","no","ENSG00000252155","RNU6-941P",NA,"RNA, U6 small nuclear 941, pseudogene [Source:HGNC Symbol;Acc:HGNC:47904]"
"ENSG00000252472","RNU6-521P","Y",7423054,7423158,"p11.2","Yp","no","ENSG00000252472","RNU6-521P",NA,"RNA, U6 small nuclear 521, pseudogene [Source:HGNC Symbol;Acc:HGNC:47484]"
"ENSG00000224953","SRIP3","Y",6718962,6719180,"p11.2","Yp","no","ENSG00000224953","SRIP3",NA,"sorcin pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38735]"
"ENSG00000274365","","Y",6789153,6789344,"p11.2","Yp","no","ENSG00000274365","",NA,"WWC family member 3 (WWC3) pseudogene"
"ENSG00000233634","GOT2P5","Y",6837707,6838252,"p11.2","Yp","no","ENSG00000233634","GOT2P5",NA,"GOT2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:38439]"
"ENSG00000237701","ATP5PFP1","Y",6900753,6901372,"p11.2","Yp","no","ENSG00000237701","ATP5PFP1",NA,"ATP synthase peripheral stalk subunit F6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23933]"
"ENSG00000273906","","Y",6918682,6920791,"p11.2","Yp","no","ENSG00000273906","",NA,"novel transcript, sense intronic to TBL1Y"
"ENSG00000232976","TRIM60P10Y","Y",24659337,24660406,"q11.23","Yq","no","ENSG00000232976","TRIM60P10Y",NA,"tripartite motif containing 60 pseudogene 10, Y-linked [Source:HGNC Symbol;Acc:HGNC:38462]"
"ENSG00000226270","ZNF736P2Y","Y",24683657,24684935,"q11.23","Yq","no","ENSG00000226270","ZNF736P2Y",NA,"zinc finger protein 736 pseudogene 2, Y-linked [Source:HGNC Symbol;Acc:HGNC:37727]"
"ENSG00000227837","TRIM60P11Y","Y",24691791,24692932,"q11.23","Yq","no","ENSG00000227837","TRIM60P11Y",NA,"tripartite motif containing 60 pseudogene 11, Y-linked [Source:HGNC Symbol;Acc:HGNC:38463]"
"ENSG00000278602","","Y",24977176,24978317,"q11.23","Yq","no","ENSG00000278602","",NA,"tripartite motif containing 60 (TRIM60) pseudogene"
"ENSG00000223978","ZNF736P1Y","Y",24985201,24986476,"q11.23","Yq","no","ENSG00000223978","ZNF736P1Y",NA,"zinc finger protein 736 pseudogene 1, Y-linked [Source:HGNC Symbol;Acc:HGNC:37726]"
"ENSG00000278197","","Y",25009700,25010769,"q11.23","Yq","no","ENSG00000278197","",NA,"tripartite motif containing 60 (TRIM60) pseudogene"
"ENSG00000230819","ZNF736P5Y","Y",25018499,25019303,"q11.23","Yq","no","ENSG00000230819","ZNF736P5Y",NA,"zinc finger protein 736 pseudogene 5, Y-linked [Source:HGNC Symbol;Acc:HGNC:38597]"
"ENSG00000185894","BPY2C","Y",25030901,25062548,"q11.23","Yq","no","ENSG00000185894","BPY2C",442868,"basic charge Y-linked 2C [Source:HGNC Symbol;Acc:HGNC:18225]"
"ENSG00000228296","TTTY4C","Y",25063083,25099892,"q11.23","Yq","no","ENSG00000228296","TTTY4C",474150,"testis expressed transcript, Y-linked 4C [Source:HGNC Symbol;Acc:HGNC:31892]"
